name,k,k_uncert,Q1,Q2,Q3,Q4,Q5,Q6,theta1,theta2,theta3,theta4,theta5,theta6
sample001,0.967397,8.2228745e-05,0.17471154366800895,0.17326035867279632,0.1845531191984624,0.16050449511684317,0.16846198883477181,0.13850849450911723,211.66563059,142.46466451,114.20228542,45.78854011,172.07261503,313.9070807
sample002,0.94751,8.338088e-05,0.1558497804501805,0.1745495182895867,0.19124939171302108,0.16402060650625827,0.16284623732605635,0.151484465714897,66.64965716,253.83273407,252.30530904,336.21977907,302.44166138,274.93770421
sample003,0.947028,8.3338464e-05,0.17759883756818945,0.17760424237545258,0.1727833439390823,0.17994224821207552,0.1551791281135601,0.1368921997916399,167.05571368,243.34991386,23.71180548,199.84895632,18.3805252,16.29119433
sample004,0.944912,8.3152256e-05,0.15251545836050323,0.15361821134544282,0.17013216670007625,0.16970968279935222,0.1893567923841648,0.1646676884104606,350.32301673,322.40119308,359.4118399,80.8664589,216.80431004,245.6304531
sample005,0.978664,8.2207776e-05,0.17010654026701666,0.16614766183488025,0.18572720933565662,0.17575183679529754,0.15276167718689976,0.14950507458024911,161.02129748,262.98017624,262.1020716,180.62047902,22.75620989,146.64043522
sample006,0.957658,8.3316246e-05,0.17880567127004182,0.15019224962481464,0.1857520456802234,0.15907107264699827,0.16010686960976217,0.16607209116815963,191.53441795,1.01191979,231.86578207,350.37721195,74.68377663,198.94985462
sample007,0.970892,8.252582e-05,0.16662080321384176,0.16953065714948645,0.17287317811870545,0.1820286815649096,0.17561050700879494,0.1333361729442618,152.46620815,231.87928726,49.50861146,202.58981362,210.55807019,29.85813312
sample008,0.948968,8.2560216e-05,0.1765013344090038,0.18214386998022414,0.17512786606766212,0.15981073502098075,0.17002714268873115,0.13638905183339795,141.22926361,194.62738603,44.75932595,30.23447994,153.90272174,13.47400782
sample009,0.932613,8.393517000000001e-05,0.16404014261044697,0.15411543556742924,0.18757044589702548,0.17492666459682943,0.15934220458305537,0.16000510674521345,304.52434931,348.75580442,111.91151292,99.15845515,36.82490652,255.1694811
sample010,0.987043,8.0937526e-05,0.16306029875360492,0.16887071766434375,0.1887036192058938,0.17243761050290368,0.16609226532567495,0.14083548854757874,250.71244456,173.26358606,242.22208895,125.87849777,259.82785342,288.14300715
sample011,0.91706,8.436952e-05,0.15971125027981786,0.15753227942630155,0.18345346005944974,0.17958177901854971,0.16271918901794818,0.1570020421979331,350.63254226,53.79172938,315.11093624,121.97949933,344.71082695,119.3075676
sample012,0.977674,8.2124616e-05,0.14970590575015974,0.15233088693626956,0.19115071167857994,0.18609915881836445,0.1721905119731037,0.14852282484352258,323.9994942,309.92873969,225.83716691,181.513487,123.5827696,151.56961213
sample013,0.951096,8.274535200000001e-05,0.174503436909336,0.17063197145868053,0.18296613989577856,0.17904650632244534,0.15542611057390798,0.1374258348398514,152.58647434,123.8202318,298.82256947,177.05039968,347.84623709,338.52544234
sample014,0.966151,8.212283500000001e-05,0.17332039067268495,0.177329749020187,0.1829950450858861,0.16353207514719392,0.1687813304145359,0.13404140965951206,170.65142668,195.61061607,277.75253415,316.42582066,197.5778602,18.56764046
sample015,0.959935,8.255441e-05,0.1724570491797115,0.16071310064643604,0.18200065235802987,0.18186942875432516,0.16716166917175912,0.13579809988973834,186.90955304,97.50929076,289.85192031,212.46961005,279.00023559,33.722002
sample016,0.952846,8.385044799999999e-05,0.17597034094430597,0.15469255186737269,0.178961627123714,0.1704881102983902,0.15566453103185585,0.1642228387343611,141.1538859,51.30087116,95.60215501,280.58364525,34.22717228,196.55337348
sample017,0.939712,8.3634368e-05,0.15504208875805878,0.16607652797163663,0.17407401383920845,0.18873146329586693,0.17478616002625108,0.14128974610897826,343.53155427,136.36578852,9.78278539,237.38172782,117.42585416,52.97204126
sample018,0.934107,8.3135523e-05,0.15657131488970588,0.15304544285855426,0.1815678913640811,0.1633165947127348,0.180638053179691,0.1648607029952327,347.2949494,35.20480661,299.1690562,347.83237315,130.50689096,140.34472752
sample019,0.96254,8.18159e-05,0.15436774825709332,0.14968663127564943,0.17030384723550518,0.1861781598267352,0.18494064797769305,0.15452296542732374,311.61636994,335.57747033,37.2852588,204.72802319,236.11766476,144.50027207
sample020,0.958852,8.2461272e-05,0.1681615275894025,0.16307877515279046,0.17781419490793518,0.1792315153181001,0.1556068174069251,0.1561071696248466,267.19783542,281.95480476,299.65828903,219.58216105,28.61984766,170.52559583
sample021,0.962044,8.2735784e-05,0.1578062109547727,0.1495256937909349,0.18765755091705497,0.18662881665325,0.1671979463108047,0.15118378137318259,102.6999136,7.91877973,130.37919683,187.34185455,289.8092836,263.45510506
sample022,0.970812,8.1548208e-05,0.16875714222692909,0.15848682095993225,0.18492598233162733,0.18187668823220615,0.1689109332027004,0.1370424330466049,209.1756149,91.10438719,106.53167662,152.50385503,130.43604624,315.66879687
sample023,0.942315,8.292372e-05,0.16227132745207662,0.17688097561900074,0.18315882235888303,0.16159760454075978,0.1628890489230857,0.1532022211061943,307.3662672,199.74417504,291.32168247,14.73683422,91.95351651,278.65359357
sample024,0.921154,8.4746168e-05,0.1798194500125812,0.15673523746938378,0.17726194387779837,0.17750366086289404,0.16253375188621969,0.1461459558911229,140.89330334,32.0351788,24.27625547,121.9602108,51.71804316,54.97118235
sample025,0.915035,8.418322e-05,0.1841894003503646,0.157106864090589,0.18327969082376067,0.16667068909366833,0.15963407004003738,0.14911928560157992,242.63455518,14.6838396,87.78721988,51.24807103,36.14284211,324.12295191
sample026,0.910959,8.4719187e-05,0.16261093917637176,0.15604125453593676,0.17771209264589186,0.18801566719040236,0.17005521471680551,0.14556483173459173,329.5328581,5.76817306,19.86750636,131.35440124,76.37371121,342.18882157
sample027,0.942393,8.3872977e-05,0.1580658743717736,0.16555894307123864,0.17090113455028255,0.18374233039241616,0.16661633914836796,0.15511537846592116,314.35719141,274.92649344,342.91608801,235.6823004,302.51616281,269.54314331
sample028,0.934955,8.414595e-05,0.17705113663441835,0.15483038650335987,0.17371014630891674,0.1712370013820712,0.15914082828956774,0.1640305008816661,258.07457496,340.41118491,331.07040781,104.89087301,344.42473058,256.97945278
